,SYMBOL,Date,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Descripency Detail,Descripency,V AVERAGE
0,TATAMOTORS,2021-11-12,EQ,503.45,506.95,509.55,497.35,507.35,507.05,503.75,20731808,1044360122835000.0,227996,2793695,13.48,"Vol Down, Delivery Up",1,0.633
1,TATAMOTORS,2021-11-15,EQ,507.05,506.25,514.9,504.5,504.65,505.45,509.41,18014977,917694026655000.0,213651,4372817,24.27,"Vol Down, Delivery Up",1,0.633
8,BAJAJFINSV,2021-11-12,EQ,17871.35,18135.0,18349.0,17925.05,18259.95,18273.8,18135.08,207802,376850619555000.0,35436,50000,24.06,"Vol Down, Delivery Up",1,0.477
9,BAJAJFINSV,2021-11-15,EQ,18273.8,18275.0,18345.0,18000.0,18155.0,18130.5,18124.5,170461,308952083455000.0,29056,52165,30.6,"Vol Down, Delivery Up",1,0.477
2,SUNPHARMA,2021-11-12,EQ,794.85,803.95,808.55,796.1,808.2,806.5,802.4,2076523,166620835535000.0,50411,957933,46.13,"Vol Up, Delivery Down",1,0.356
3,SUNPHARMA,2021-11-15,EQ,806.5,808.3,819.65,806.65,809.65,810.7,812.46,2109222,171366561700000.0,52492,925482,43.88,"Vol Up, Delivery Down",1,0.356
4,HCLTECH,2021-11-12,EQ,1160.7,1168.9,1178.15,1163.0,1174.4,1172.35,1171.56,3812518,446657562735000.06,81204,2510876,65.86,"Vol Down, Delivery Up",1,0.355
5,HCLTECH,2021-11-15,EQ,1172.35,1171.0,1181.6,1163.5,1168.0,1170.85,1173.72,3619915,424875963095000.0,58921,2534056,70.0,"Vol Down, Delivery Up",1,0.355
10,ASIANPAINT,2021-11-12,EQ,3063.5,3089.0,3128.0,3075.8,3124.0,3122.9,3104.41,682344,211827397520000.0,45996,305485,44.77,"Vol Up, Delivery Down",1,0.348
11,ASIANPAINT,2021-11-15,EQ,3122.9,3126.0,3180.0,3126.0,3165.0,3168.7,3167.68,696377,220589813080000.03,56166,267696,38.44,"Vol Up, Delivery Down",1,0.348
6,BRITANNIA,2021-11-12,EQ,3643.4,3668.6,3701.95,3641.25,3685.0,3687.95,3686.84,275060,101410341940000.0,21749,154405,56.14,"Vol Up, Delivery Down",1,0.298
7,BRITANNIA,2021-11-15,EQ,3687.95,3700.0,3747.6,3674.0,3744.0,3742.6,3718.82,320669,119251154159999.98,29643,144135,44.95,"Vol Up, Delivery Down",1,0.298
60,INDUSINDBK,2021-11-12,EQ,1033.3,1040.0,1043.5,1028.55,1037.95,1037.05,1037.1,3479296,360838193895000.0,125446,1552813,44.63,-,0,0.628
61,INDUSINDBK,2021-11-15,EQ,1037.05,1042.0,1051.0,1032.55,1041.0,1041.5,1041.64,3105993,323533097930000.0,100543,1235941,39.79,-,0,0.628
66,HINDALCO,2021-11-12,EQ,453.95,460.5,470.5,458.95,468.1,468.55,465.29,17010073,791466120950000.0,183166,3543249,20.83,-,0,0.54
67,HINDALCO,2021-11-15,EQ,468.55,473.6,473.6,455.15,456.0,455.9,461.1,8882843,409587826645000.0,106838,2410442,27.140000000000004,-,0,0.54
24,TATASTEEL,2021-11-12,EQ,1299.6,1340.0,1340.0,1271.1,1286.7,1287.25,1296.64,23239558,3013343622485000.0,493501,4362316,18.77,-,0,0.512
25,TATASTEEL,2021-11-15,EQ,1287.25,1295.0,1299.0,1241.5,1244.5,1245.45,1264.54,12108215,1531134664125000.0,361479,3941538,32.55,-,0,0.512
92,BAJFINANCE,2021-11-12,EQ,7452.7,7500.0,7600.25,7453.0,7583.4,7579.1,7529.86,497128,374330445310000.0,48859,161838,32.55,-,0,0.489
93,BAJFINANCE,2021-11-15,EQ,7579.1,7579.0,7627.45,7490.0,7525.0,7534.25,7538.03,402518,303419357275000.0,44440,117472,29.18,-,0,0.489
98,ADANIPORTS,2021-11-12,EQ,735.1,737.7,755.5,734.25,750.0,750.3,747.47,4585484,342750599765000.0,72674,908920,19.82,-,0,0.483
99,ADANIPORTS,2021-11-15,EQ,750.3,753.9,756.5,740.55,749.55,749.8,749.26,2434426,182400824105000.0,43410,472144,19.39,-,0,0.483
96,AXISBANK,2021-11-12,EQ,738.05,742.8,742.8,733.5,735.0,736.05,736.88,9372897,690669059390000.0,203942,6424891,68.55,-,0,0.479
97,AXISBANK,2021-11-15,EQ,736.05,738.0,744.0,728.0,732.2,733.25,734.12,12849161,943282236750000.0,227596,9049891,70.43,-,0,0.479
52,JSWSTEEL,2021-11-12,EQ,667.4,672.05,675.75,663.35,671.45,671.35,669.8,2542949,170327641975000.0,48503,734341,28.88,-,0,0.478
53,JSWSTEEL,2021-11-15,EQ,671.35,675.0,675.05,658.05,662.3,661.5,664.21,3143670,208804393135000.0,40761,1078968,34.32,-,0,0.478
38,ONGC,2021-11-12,EQ,153.5,154.0,155.6,153.3,154.8,154.65,154.61,10552485,163155758535000.0,67860,4738467,44.9,-,0,0.475
39,ONGC,2021-11-15,EQ,154.65,156.45,162.25,156.0,158.45,157.8,158.77,45750584,726367304475000.0,215045,11575021,25.3,-,0,0.475
14,UPL,2021-11-12,EQ,764.7,770.0,774.7,765.05,768.65,769.55,770.16,1608464,123877520640000.02,34209,615367,38.26,-,0,0.466
15,UPL,2021-11-15,EQ,769.55,771.0,791.4,770.35,781.75,784.05,784.63,5069793,397791074265000.0,120437,1974313,38.94,-,0,0.466
62,ICICIBANK,2021-11-12,EQ,771.45,772.7,779.9,771.2,777.6,776.6,775.65,15380106,1192955475320000.0,149605,12092189,78.62,-,0,0.45
63,ICICIBANK,2021-11-15,EQ,776.6,777.0,784.55,771.55,772.95,773.3,777.22,10934583,849857206725000.0,165917,6911628,63.21,-,0,0.45
30,SBIN,2021-11-12,EQ,509.6,512.0,513.0,502.7,510.95,511.35,509.0,19836221,1009668524065000.0,259734,8187869,41.28,-,0,0.434
31,SBIN,2021-11-15,EQ,511.35,512.4,515.9,505.5,507.4,506.55,509.14,13328183,678590098010000.0,186098,4698458,35.25,-,0,0.434
46,M&M,2021-11-12,EQ,924.75,934.0,939.5,925.0,936.45,937.8,933.36,6239600,582378569260000.0,114158,3978300,63.75999999999999,-,0,0.412
47,M&M,2021-11-15,EQ,937.8,935.0,948.55,921.1,927.85,928.4,933.49,3757546,350764755765000.0,79642,1844948,49.1,-,0,0.412
88,BPCL,2021-11-12,EQ,425.3,428.0,430.0,426.35,427.5,427.7,428.24,2144462,91834878245000.0,38741,1025115,47.8,-,0,0.399
89,BPCL,2021-11-15,EQ,427.7,427.9,430.05,424.65,426.0,426.35,426.37,1919944,81860246980000.0,42166,922442,48.05,-,0,0.399
84,COALINDIA,2021-11-12,EQ,167.0,168.85,168.85,165.7,167.25,166.95,167.11,7027513,117439912415000.02,49570,2159168,30.72,-,0,0.398
85,COALINDIA,2021-11-15,EQ,166.95,164.25,167.6,159.5,159.7,159.75,161.89,19400018,314075999555000.0,136744,6575384,33.89,-,0,0.398
78,EICHERMOT,2021-11-12,EQ,2704.35,2725.0,2741.35,2697.55,2720.45,2723.0,2721.84,879209,239306422405000.03,32745,565035,64.27,-,0,0.392
79,EICHERMOT,2021-11-15,EQ,2723.0,2715.0,2770.0,2679.35,2683.0,2684.35,2715.53,686532,186429904815000.0,38933,354532,51.64,-,0,0.392
90,BHARTIARTL,2021-11-12,EQ,728.6,733.0,745.0,725.25,741.7,743.5,739.18,9207508,680602752870000.0,143918,4085440,44.37,-,0,0.392
91,BHARTIARTL,2021-11-15,EQ,743.5,740.0,746.0,736.2,738.85,737.55,740.17,5454742,403741387450000.0,106730,2591471,47.51,-,0,0.392
50,KOTAKBANK,2021-11-12,EQ,2054.1,2068.0,2080.0,2053.05,2078.0,2074.7,2066.16,1434428,296376318900000.0,76866,790229,55.09,-,0,0.39
51,KOTAKBANK,2021-11-15,EQ,2074.7,2080.1,2108.0,2080.0,2094.75,2097.3,2092.78,1819328,380745446170000.0,71222,904537,49.72,-,0,0.39
18,TITAN,2021-11-12,EQ,2528.1,2547.85,2561.75,2523.0,2535.1,2539.5,2542.65,1673817,425592918110000.0,94427,760588,45.44,-,0,0.389
19,TITAN,2021-11-15,EQ,2539.5,2551.0,2572.7,2531.7,2536.95,2539.4,2553.05,846885,216213697290000.0,62038,350324,41.37,-,0,0.389
20,TECHM,2021-11-12,EQ,1521.95,1538.5,1589.45,1531.3,1583.7,1585.0,1569.77,3713868,582990883435000.0,121146,1339882,36.08,-,0,0.384
21,TECHM,2021-11-15,EQ,1585.0,1585.0,1601.5,1573.35,1577.0,1579.15,1587.15,2448280,388578469125000.0,85738,1079943,44.11,-,0,0.384
76,GRASIM,2021-11-12,EQ,1844.35,1857.9,1875.0,1842.5,1857.55,1858.45,1859.2,1152941,214354923700000.0,42396,454822,39.45,-,0,0.382
77,GRASIM,2021-11-15,EQ,1858.45,1859.05,1889.95,1840.05,1853.6,1855.85,1860.8,651129,121161762290000.02,31033,165696,25.45,-,0,0.382
74,HDFC,2021-11-12,EQ,2908.85,2925.0,2998.0,2905.45,2987.1,2992.65,2961.2,2802442,829859550955000.0,107924,1929909,68.87,-,0,0.377
75,HDFC,2021-11-15,EQ,2992.65,3004.0,3021.1,2971.0,2994.15,3000.85,2992.36,3248126,971956642745000.0,84930,2406342,74.08,-,0,0.377
26,TATACONSUM,2021-11-12,EQ,837.65,842.25,852.85,840.0,847.5,847.9,847.36,1180441,100025530635000.0,34285,507289,42.97,-,0,0.373
27,TATACONSUM,2021-11-15,EQ,847.9,852.5,858.0,847.45,851.0,852.55,853.46,1190768,101627410345000.0,34065,606098,50.9,-,0,0.373
12,WIPRO,2021-11-12,EQ,641.8,648.0,662.5,645.8,661.0,660.05,653.9,6063253,396479130140000.0,115112,2746168,45.29,-,0,0.369
13,WIPRO,2021-11-15,EQ,660.05,661.55,666.0,657.15,658.95,658.9,662.08,4717998,312368655695000.0,102378,1811254,38.39,-,0,0.369
44,MARUTI,2021-11-12,EQ,7453.45,7530.0,7544.0,7442.0,7479.0,7479.85,7475.84,349666,261404820040000.0,32755,200436,57.32000000000001,-,0,0.364
45,MARUTI,2021-11-15,EQ,7479.85,7452.0,7579.85,7452.0,7503.1,7503.1,7509.68,314414,236114977630000.03,35157,155358,49.41,-,0,0.364
28,SHREECEM,2021-11-12,EQ,29010.55,29228.45,29539.9,28869.6,29400.0,29388.9,29165.98,23683,69073791940000.0,8184,9201,38.85,-,0,0.363
29,SHREECEM,2021-11-15,EQ,29388.9,29450.0,29748.0,29031.25,29031.25,29077.2,29250.03,12910,37761792700000.0,5555,4979,38.57,-,0,0.363
34,RELIANCE,2021-11-12,EQ,2554.55,2562.9,2598.75,2557.0,2588.0,2593.1,2582.61,4020744,1038400984425000.0,149602,2336224,58.10000000000001,-,0,0.361
35,RELIANCE,2021-11-15,EQ,2593.1,2600.0,2602.2,2570.0,2574.5,2577.8,2581.57,2216708,572259425670000.0,107475,1054022,47.55,-,0,0.361
70,HDFCLIFE,2021-11-12,EQ,702.6,708.85,722.0,704.8,720.0,720.6,717.6,5345270,383576591460000.0,116405,2693419,50.39,-,0,0.357
71,HDFCLIFE,2021-11-15,EQ,720.6,723.95,723.95,711.2,713.0,714.6,715.46,1917369,137179220770000.0,61750,1158257,60.41,-,0,0.357
32,SBILIFE,2021-11-12,EQ,1153.2,1154.0,1177.0,1147.6,1175.0,1174.9,1166.75,1281030,149463605900000.0,65258,646376,50.46000000000001,-,0,0.356
33,SBILIFE,2021-11-15,EQ,1174.9,1177.2,1179.5,1155.5,1157.75,1159.9,1163.53,662558,77090815445000.0,34655,369979,55.84,-,0,0.356
40,NTPC,2021-11-12,EQ,136.65,138.2,138.2,134.65,136.45,136.45,135.95,9306659,126521906034999.98,45177,4654194,50.01,-,0,0.353
41,NTPC,2021-11-15,EQ,136.45,137.3,137.65,136.0,137.1,137.15,136.85,3991733,54627654190000.0,45118,1537892,38.53,-,0,0.353
36,POWERGRID,2021-11-12,EQ,182.15,183.7,183.7,180.3,182.0,182.0,181.78,7193005,130756242059999.98,70263,5076152,70.57,-,0,0.348
37,POWERGRID,2021-11-15,EQ,182.0,182.2,188.75,182.0,187.7,188.3,185.6,18616006,345512418385000.0,95425,13317745,71.54,-,0,0.348
56,IOC,2021-11-12,EQ,133.3,134.0,134.8,132.05,133.2,132.95,133.13,9503361,126515275834999.98,54366,4484754,47.19,-,0,0.347
57,IOC,2021-11-15,EQ,132.95,133.25,134.15,132.0,132.6,132.85,132.82,5872665,78002583980000.0,50371,2487174,42.35,-,0,0.347
68,HEROMOTOCO,2021-11-12,EQ,2700.9,2720.0,2720.0,2680.0,2685.0,2683.05,2691.64,352693,94932375255000.0,32511,160470,45.5,-,0,0.347
69,HEROMOTOCO,2021-11-15,EQ,2683.05,2735.0,2784.8,2686.0,2698.0,2693.25,2734.73,2023708,553429390830000.0,133775,670929,33.15,-,0,0.347
16,ULTRACEMCO,2021-11-12,EQ,8050.65,8085.0,8113.8,8005.0,8089.2,8080.75,8053.8,180509,145378383370000.0,22305,99226,54.97,-,0,0.346
17,ULTRACEMCO,2021-11-15,EQ,8080.75,8080.0,8172.55,8031.0,8038.0,8050.8,8077.38,119066,96174116250000.0,17981,36917,31.010000000000005,-,0,0.346
82,DIVISLAB,2021-11-12,EQ,4833.25,4895.45,4895.45,4810.0,4838.15,4843.8,4835.12,356046,172152360840000.0,31531,174281,48.95,-,0,0.346
83,DIVISLAB,2021-11-15,EQ,4843.8,4868.0,4927.0,4852.8,4906.15,4907.65,4883.55,292784,142982456495000.0,32355,145953,49.85,-,0,0.346
48,LT,2021-11-12,EQ,1931.7,1940.0,1965.0,1928.1,1962.0,1959.95,1946.26,2026320,394374698385000.0,85379,1103355,54.45000000000001,-,0,0.343
49,LT,2021-11-15,EQ,1959.95,1961.25,1974.5,1943.0,1948.8,1947.05,1955.0,1127678,220461470405000.03,53758,622960,55.24,-,0,0.343
54,ITC,2021-11-12,EQ,230.0,231.2,233.95,229.15,232.85,232.9,231.88,11855531,274907868550000.0,99013,4459244,37.61,-,0,0.337
55,ITC,2021-11-15,EQ,232.9,233.95,239.0,233.1,238.15,238.1,236.77,38755267,917615420800000.0,176533,21205338,54.72,-,0,0.337
86,CIPLA,2021-11-12,EQ,904.9,910.8,917.0,905.0,915.8,915.95,911.42,936613,85364373000000.0,40827,503423,53.75,-,0,0.334
87,CIPLA,2021-11-15,EQ,915.95,915.0,939.85,910.1,936.5,938.15,931.55,2615304,243627613480000.03,69759,1022722,39.11,-,0,0.334
80,DRREDDY,2021-11-12,EQ,4814.95,4850.0,4870.0,4815.0,4845.0,4843.25,4843.56,233342,113020704434999.98,19276,136526,58.51,-,0,0.328
81,DRREDDY,2021-11-15,EQ,4843.25,4841.0,4899.0,4833.05,4867.65,4873.65,4866.33,267479,130164210775000.0,20842,145342,54.34,-,0,0.328
72,HDFCBANK,2021-11-12,EQ,1548.3,1550.0,1559.05,1545.05,1554.45,1553.0,1551.65,7457046,1157072204280000.0,170825,6028992,80.85,-,0,0.323
73,HDFCBANK,2021-11-15,EQ,1553.0,1562.1,1571.85,1554.4,1555.0,1557.25,1561.48,4766797,744324091185000.0,231105,3348551,70.25,-,0,0.323
94,BAJAJ-AUTO,2021-11-12,EQ,3749.95,3782.0,3782.0,3615.7,3640.0,3635.05,3657.43,745428,272635046610000.0,71584,312848,41.97,-,0,0.323
95,BAJAJ-AUTO,2021-11-15,EQ,3635.05,3651.0,3673.9,3580.05,3598.0,3601.15,3606.11,551238,198782449670000.0,46673,300148,54.45000000000001,-,0,0.323
58,INFY,2021-11-12,EQ,1733.3,1743.0,1782.85,1738.05,1779.5,1780.2,1766.51,5069009,895443697540000.0,142273,3421192,67.49,-,0,0.321
59,INFY,2021-11-15,EQ,1780.2,1782.1,1800.0,1775.5,1785.0,1787.15,1793.71,4354074,780995700885000.0,154854,2972173,68.26,-,0,0.321
22,TCS,2021-11-12,EQ,3488.2,3506.0,3534.15,3485.7,3524.0,3526.05,3509.52,1747259,613204878570000.0,98323,1086001,62.150000000000006,-,0,0.294
23,TCS,2021-11-15,EQ,3526.05,3528.0,3569.6,3528.0,3550.0,3553.3,3554.41,1809157,643048408455000.0,113981,1104175,61.03000000000001,-,0,0.294
42,NESTLEIND,2021-11-12,EQ,18854.0,18950.0,19259.2,18860.85,19230.0,19142.45,19055.18,66512,126739802745000.0,17184,35523,53.41,-,0,0.284
43,NESTLEIND,2021-11-15,EQ,19142.45,19200.0,19499.0,19069.85,19380.0,19476.6,19354.06,50833,98382506665000.0,14547,26679,52.47999999999999,-,0,0.284
64,HINDUNILVR,2021-11-12,EQ,2376.2,2388.0,2413.6,2376.2,2406.0,2404.95,2391.3,1651974,395036857550000.0,61925,1143232,69.2,-,0,0.284
65,HINDUNILVR,2021-11-15,EQ,2404.95,2404.1,2430.0,2404.1,2425.0,2424.75,2421.09,1007999,244045842795000.0,65358,646621,64.15,-,0,0.284
